,year,activity,sex,age,cat_age,century
4288,1959.0,ship M.V. Rizal sank during typhoon,M,,No category,XX
4290,1959.0,Spearfishing,M,,No category,XX
4291,1959.0,Fishing for snapper,M,,No category,XX
4292,1959.0,17 Maldivians adrift in open boat for 31 days,F,3,Child,XX
4293,1959.0,Body surfing,M,19,Young Adult,XX
4294,1959.0,Standing in chest-deep water,M,17,Teenager,XX
4295,1959.0,Trailing the field in a surf race,M,19,Young Adult,XX
4296,1959.0,National Airlines DC7B enroute from Miami to Los Angeles with 42 or 46 people on board went down in heavy fog,,,No category,XX
4297,1959.0,Fishing for tunny,,,No category,XX
4298,1959.0,Shark fishing,,,No category,XX
4299,1959.0,Swimming at surface through school of feeding 2.5' to 5’ sharks,M,21,Young Adult,XX
4300,1959.0,"Spearfishing, shot shark, hauled it onto boat",M,,No category,XX
4301,1959.0,Fishing,M,,No category,XX
4303,1959.0,,,,No category,XX
4304,1959.0,Diving for abalone,M,30,Young Adult,XX
4305,1959.0,Dived overboard to retrieve dinghy,M,,No category,XX
4306,1959.0,Spearfishing,M,36,Adult,XX
4307,1959.0,Swimming,M,28,Young Adult,XX
4308,1959.0,,F,29,Young Adult,XX
4309,1959.0,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",M,30,Young Adult,XX
4310,1959.0,Gigging for flounder,,,No category,XX
4311,1959.0,Pulling hooked salmon to boat,,,No category,XX
4312,1959.0,,,,No category,XX
4313,1959.0,On inflatable raft,M,,No category,XX
4314,1959.0,,F,"""middle-age""",Adult,XX
4315,1959.0,Fishing,,,No category,XX
4316,1959.0,Swimming,M,,No category,XX
4317,1959.0,,M,14,Teenager,XX
4318,1959.0,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,M,10,Child,XX
4319,1959.0,Diving,M,21,Young Adult,XX
4320,1959.0,Spearfishing on Scuba,M,26,Young Adult,XX
4321,1959.0,Fishing,M,,No category,XX
4322,1959.0,Fishing boat capsized,,,No category,XX
4323,1959.0,"Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ide’s speargun & he shot it in the mouth",M,32,Young Adult,XX
4324,1959.0,Fishing,M,,No category,XX
4326,1959.0,Standing,F,15,Teenager,XX
4327,1959.0,Wading,M,,No category,XX
4329,1959.0,Pulling anchor,,,No category,XX
4330,1959.0,Spearfishing (but on surface),M,25,Young Adult,XX
4331,1959.0,,M,22,Young Adult,XX
4332,1959.0,,,21,Young Adult,XX
4333,1959.0,Fishing,,,No category,XX
4334,1959.0,Dragging stranded shark ashore,M,,No category,XX
4335,1959.0,Columbian petrol barge Rio Atrato burned and sank,,27,Young Adult,XX
4336,1959.0,Free diving,M,13,Teenager,XX
4337,1959.0,,,,No category,XX
4338,1959.0,Wading,M,,No category,XX
4339,1959.0,,M,,No category,XX
4340,1959.0,Swimming ashore from capsized boat,M,,No category,XX
4341,1959.0,Free diving for abalone,M,33,Young Adult,XX
4342,1959.0,Swimming,,,No category,XX
4343,1959.0,Spearfishing,M,23,Young Adult,XX
4344,1959.0,,F,37,Adult,XX
4345,1959.0,Treading water,M,18,Young Adult,XX
4346,1959.0,Spearfishing,M,19,Young Adult,XX
4347,1959.0,Jumped overboard to rescue a man,M,,No category,XX
4348,1959.0,Spearfishing,M,22,Young Adult,XX
4349,1959.0,Diving for pearl shell,M,43,Adult,XX
4350,1959.0,Fishing,M,,No category,XX
4351,1959.0,Fishing,M,,No category,XX
4352,1959.0,Spearfishing,M,,No category,XX
4353,1959.0,Swimming,M,13,Teenager,XX
4354,1959.0,Lifeboat capsized,M,20,Young Adult,XX
4355,1959.0,"On boat, preparing to dive",M,,No category,XX
4356,1959.0,Fishing for snapper,M,,No category,XX
4357,1959.0,Fell into water while attempting to boat a swordfish,M,,No category,XX
4358,1959.0,Fishing,M,,No category,XX
4359,1959.0,Bathing with sister,M,15,Teenager,XX
4360,1959.0,Treading water,M,14,Teenager,XX
4361,1959.0,Working prawn net,M,20,Young Adult,XX
4362,1959.0,Washed overboard into school of fish,M,57,Adult,XX
4363,1959.0,Swimming with motor tube,M,16,Teenager,XX
4364,1959.0,In deep water about 100 yards from his ship,M,22,Young Adult,XX
4365,1959.0,"Surfing, but treading water",M,17,Teenager,XX
4366,1959.0,Swimming,M,18,Young Adult,XX
4367,1959.0,Dragging banana seeds through the shallows,M,,No category,XX
4369,1959.0,Spearfishing / free diving,M,,No category,XX
4370,1959.0,Swimming,M,,No category,XX
4371,1959.0,,,,No category,XX
4372,1959.0,Paddling & sailing from Buenos Aires to Miami,M,,No category,XX
4373,1959.0,Spear fishing,M,,No category,XX
4374,1959.0,Fishing,M,,No category,XX
4375,1959.0,,M,,No category,XX
4376,1959.0,Fishing,M,,No category,XX
4377,1958.0,Fishing,,,No category,XX
4378,1958.0,,,,No category,XX
4379,1958.0,Swimming,M,14,Teenager,XX
4380,1958.0,Surfing on air mattress,M,15,Teenager,XX
4381,1958.0,Cleaning hull of ship,M,22,Young Adult,XX
4382,1958.0,Swimming,M,21,Young Adult,XX
4383,1958.0,Fishing,M,,No category,XX
4384,1958.0,Spearfishing,M,,No category,XX
4385,1958.0,Fishing,,,No category,XX
4386,1958.0,Swimming near jetty,M,15,Teenager,XX
4387,1958.0,,M,60,Adult,XX
4388,1958.0,Slapped shark on tail as it swam by,M,,No category,XX
4389,1958.0,Collecting shells,M,26,Young Adult,XX
4390,1958.0,"""Climbing up to ship after repairing the stern in water""",M,32,Young Adult,XX
4391,1958.0,Fishing,M,42,Adult,XX
4392,1958.0,Spearfishing,M,20,Young Adult,XX
4393,1958.0,Boat stopped to repair electric pump,,,No category,XX
4394,1958.0,Swimming,F,,No category,XX
4395,1958.0,Swimming,F,,No category,XX
4396,1958.0,"Swimming, ducking for shells in water 0.9 m deep",M,12,Teenager,XX
4397,1958.0,"Swimming, ducking for shells in water 0.9 m deep",M,8,Child,XX
4398,1958.0,,M,35,Young Adult,XX
4399,1958.0,Swimming,M,21,Young Adult,XX
4400,1958.0,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,,No category,XX
4401,1958.0,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,31,Young Adult,XX
4402,1958.0,Free diving,M,20,Young Adult,XX
4403,1958.0,Swimming,M,38,Adult,XX
4404,1958.0,"Spearfishing, had fish on his spear",M,36,Adult,XX
4405,1958.0,,M,,No category,XX
4406,1958.0,Wading,M,59,Adult,XX
4407,1958.0,Walking,M,17,Teenager,XX
4408,1958.0,"Swimming, towing the shark",M,,No category,XX
4409,1958.0,Swimming,F,,No category,XX
4410,1958.0,Spearfishing,M,,No category,XX
4411,1958.0,Free diving,M,29,Young Adult,XX
4412,1958.0,Diving,M,29,Young Adult,XX
4413,1958.0,Paddling in knee-deep water,F,28,Young Adult,XX
4414,1958.0,Swimming with goggles,M,29,Young Adult,XX
4415,1958.0,"Fishing, holding fish in his left hand",M,,No category,XX
4416,1958.0,Spearfishing,M,21,Young Adult,XX
4417,1958.0,Spearfishing on Scuba,M,18,Young Adult,XX
4418,1958.0,Spearfishing / swimming on surface,M,17,Teenager,XX
4419,1958.0,Body surfing,M,14,Teenager,XX
4420,1958.0,,M,50,Adult,XX
4421,1958.0,Swimming,M,,No category,XX
4422,1958.0,Spearfishing,M,,No category,XX
4423,1958.0,Placed hand in disemboweled shark’s jaws,,,No category,XX
4424,1958.0,Skindiving,M,,No category,XX
4425,1958.0,,,,No category,XX
4426,1958.0,Spearfishing,M,,No category,XX
4427,1958.0,Spearfishing,M,,No category,XX
4428,1958.0,"Fishing, holding fish",M,,No category,XX
4429,1958.0,Fishing (trolling),,,No category,XX
4430,1958.0,"Fishing, walking in river to cast",M,,No category,XX
4431,1957.0,Spearfishing,M,,No category,XX
4432,1957.0,Standing,F,14,Teenager,XX
4433,1957.0,Skindiving,M,20,Young Adult,XX
4434,1957.0,Floating,M,23,Young Adult,XX
4435,1957.0,Standing,M,15,Teenager,XX
4436,1957.0,Body surfing,M,16,Teenager,XX
4437,1957.0,Air/Sea Disaster Pan-American Airlines Stratocruiser with 44 people onboard crashed into the sea,,,No category,XX
4438,1957.0,Fishing,,,No category,XX
4439,1957.0,,M,22,Young Adult,XX
4440,1957.0,,F,28,Young Adult,XX
4441,1957.0,,M,,No category,XX
4442,1957.0,Attempting to net shark in shark channel,M,,No category,XX
4443,1957.0,Spearfishing on Scuba,M,,No category,XX
4444,1957.0,Swimming,M,57,Adult,XX
4445,1957.0,Diving for trochus,M,36,Adult,XX
4446,1957.0,M.V. Tropical sank. Sole survivor rode oil drums for 8 days without food or water.,,,No category,XX
4447,1957.0,Competing in spearfishing championship & towing dead fish,M,28,Young Adult,XX
4448,1957.0,Fishing,M,,No category,XX
4449,1957.0,3 men & 2 boys picked up wearing life jackets and with inner tube,M,,No category,XX
4450,1957.0,Swimming,M,25,Young Adult,XX
4451,1957.0,Surfing,M,15,Teenager,XX
4452,1957.0,Standing,M,17,Teenager,XX
4453,1957.0,Swimming between  anchored  pearling luggers,M,22,Young Adult,XX
4454,1957.0,Diving from canoe,M,17,Teenager,XX
4455,1957.0,Diving from canoe,M,15,Teenager,XX
4456,1957.0,Spearfishing,M,,No category,XX
4457,1957.0,Floating,M,,No category,XX
4458,1957.0,,M,,No category,XX
4459,1957.0,Skindiving for specimens,M,,No category,XX
4460,1957.0,Wading,M,12,Teenager,XX
4461,1957.0,Fishing,M,,No category,XX
4462,1957.0,Bathing,,,No category,XX
4463,1957.0,,,2 to 3 months,Child,XX
4464,1957.0,Fishing,,,No category,XX
4465,1957.0,Fishing for sharks,M,18,Young Adult,XX
4466,1957.0,Helmet diving in Miami Seaquarium,M,,No category,XX
4467,1957.0,Fishing,M,30,Young Adult,XX
4468,1957.0,,M,,No category,XX
4469,1957.0,Fishing,M,,No category,XX
4470,1957.0,,M,,No category,XX
4471,1957.0,Dynamiting fish,M,,No category,XX
4472,1956.0,Spearfishing,M,19,Young Adult,XX
4473,1956.0,Spearfishing,M,16,Teenager,XX
4474,1956.0,Swimming,M,,No category,XX
4475,1956.0,Fishing,M,70,Elder,XX
4476,1956.0,Free diving for sinkers,M,29,Young Adult,XX
4477,1956.0,"Spearfishing, holding 5' speared fish",M,,No category,XX
4478,1956.0,"Skindiving, fish at belt",M,19,Young Adult,XX
4479,1956.0,Fishing,M,,No category,XX
4480,1956.0,Surf fishing,M,27,Young Adult,XX
4481,1956.0,Climbing back on ship,M,,No category,XX
4482,1956.0,Fishing,M,,No category,XX
4483,1956.0,Scuba diving,M,,No category,XX
4484,1956.0,Fishing,M,34,Young Adult,XX
4485,1956.0,Fishing,M,,No category,XX
4486,1956.0,Skin diving,M,13,Teenager,XX
4487,1956.0,Diving,M,,No category,XX
4488,1956.0,Swimming near pier,M,10,Child,XX
4489,1956.0,Free diving for crayfish,M,23,Young Adult,XX
4490,1956.0,Attempting to kill a shark with explosives,M,,No category,XX
4492,1956.0,Fishing,,,No category,XX
4493,1956.0,Fishing,M,,No category,XX
4494,1956.0,Fishing,M,,No category,XX
4495,1956.0,Floating in inner tube,M,13,Teenager,XX
4496,1956.0,Fishing,M,38,Adult,XX
4497,1956.0,Swimming,M,40,Adult,XX
4498,1956.0,Wading,F,38,Adult,XX
4499,1956.0,Swimming,M,7,Child,XX
4500,1956.0,"Line fishing from Lakotoi, saw shoal of fish, dived overboard, had speared second fish & surfaced for air",M,,No category,XX
4501,1956.0,Longling fishing,M,23,Young Adult,XX
4502,1956.0,Air/Sea Disaster,,,No category,XX
4503,1956.0,Fishing,,,No category,XX
4504,1956.0,"Free diving, working on U/W scenes for motion picture",M,30,Young Adult,XX
4505,1956.0,Diving,,,No category,XX
4506,1956.0,Boating,,,No category,XX
4507,1956.0,Bathing,M,13,Teenager,XX
4508,1956.0,"Swimming, attacked at  surf carnival",M,26,Young Adult,XX
4509,1956.0,Attempting to set underwater endurance record,M,21,Young Adult,XX
4510,1956.0,Diving into water,M,15,Teenager,XX
4511,1956.0,Swimming,M,8,Child,XX
4512,1956.0,Diving for trochus,M,18,Young Adult,XX
4513,1956.0,Swimming,M,33,Young Adult,XX
4514,1956.0,Surf skiing,M,25,Young Adult,XX
4515,1956.0,Diving,M,,No category,XX
4516,1956.0,Shipwreck,M,,No category,XX
4517,1956.0,Swimming off yacht,F,15,Teenager,XX
4518,1956.0,Removing shark from net,M,,No category,XX
4519,1956.0,Swimming,F,14,Teenager,XX
4520,1956.0,,,,No category,XX
4521,1956.0,,M,,No category,XX
4522,1956.0,,M,,No category,XX
4523,1955.0,Ocean racing,,,No category,XX
4524,1955.0,Fishing for pompano,,,No category,XX
4525,1955.0,Swimming,M,8,Child,XX
4526,1955.0,Spearfishing,M,,No category,XX
4527,1955.0,Spearfishing & lassoed shark,M,28,Young Adult,XX
4528,1955.0,"""Flying Tiger"" transport plane went down with 5 men onboard",M,,No category,XX
4529,1955.0,"""Flying Tiger"" transport plane went down with 5 men onboard",M,,No category,XX
4530,1955.0,Hunting turtle,M,,No category,XX
4531,1955.0,Swimming near breakwater,M,16,Teenager,XX
4532,1955.0,,M,,No category,XX
4533,1955.0,Fishing,M,,No category,XX
4534,1955.0,Surfing,M,25,Young Adult,XX
4535,1955.0,Swimming,F,32,Young Adult,XX
4536,1955.0,Swimming,M,28,Young Adult,XX
4537,1955.0,Fishing,M,,No category,XX
4538,1955.0,Treading water,M,15,Teenager,XX
4539,1955.0,Fishing,,,No category,XX
4540,1955.0,,M,22,Young Adult,XX
4541,1955.0,Wading,M,13,Teenager,XX
4542,1955.0,Swimming,M,,No category,XX
4543,1955.0,Swimming,F,,No category,XX
4544,1955.0,Spearfishing,M,28,Young Adult,XX
4545,1955.0,Spearfishing,M,,No category,XX
4546,1955.0,Spearfishing or fishing,M,,No category,XX
4547,1955.0,Spearfishing,M,,No category,XX
4548,1955.0,"Fishing from boat, Kaimamla",M,,No category,XX
4549,1955.0,Body surfing,M,22,Young Adult,XX
4550,1955.0,Swimming with speared fish,M,,No category,XX
4551,1955.0,"Competing in U/W endurance record, standing beside drum in 10' of water",M,25,Young Adult,XX
4552,1955.0,Scuba diving,M,,No category,XX
4553,1955.0,Spearfishing,M,19,Young Adult,XX
4554,1955.0,Swimming,M,25,Young Adult,XX
4555,1955.0,Fishing,M,25,Young Adult,XX
4556,1955.0,Rowing,,,No category,XX
4557,1955.0,Rowing toward snapper grounds,,,No category,XX
4558,1955.0,Hunting lobsters in 2.4 m of water,M,13,Teenager,XX
4559,1955.0,Crossing the bay at the ford,M,,No category,XX
4560,1955.0,,,,No category,XX
4561,1955.0,Fishing,M,,No category,XX
4562,1955.0,Standing in knee-deep water,M,16,Teenager,XX
4563,1955.0,Swimming,M,,No category,XX
4564,1955.0,Spearfishing,M,12,Teenager,XX
4565,1955.0,,M,,No category,XX
4566,1954.0,Dived overboard & was swimming near stern of trawler,M,27,Young Adult,XX
4567,1954.0,Swimming,M,23,Young Adult,XX
4568,1954.0,Swimming near canoe,M,,No category,XX
4569,1954.0,Swimming,M,16,Teenager,XX
4570,1954.0,Spearfishing,M,,No category,XX
4571,1954.0,"American freighter Mormackite, bound from Buenos Aires for Baltimore, capsized & sank in heavy seas",M,,No category,XX
4572,1954.0,Fishing  (trawling),M,62,Adult,XX
4573,1954.0,Boating,,,No category,XX
4574,1954.0,,M,13,Teenager,XX
4575,1954.0,Swimming,M,35,Young Adult,XX
4576,1954.0,Swimming,M,20,Young Adult,XX
4577,1954.0,"Spearfishing, hunting crayfish",M,35,Young Adult,XX
4578,1954.0,Spearfishing,M,27,Young Adult,XX
4579,1954.0,Surf fishing,M,,No category,XX
4580,1954.0,Spearfishing,M,,No category,XX
4581,1954.0,Spearfishing,M,,No category,XX
4582,1954.0,Wading,F,27,Young Adult,XX
4583,1954.0,"Tuna fishing, standing on stern platform that was submerged by waves",M,34,Young Adult,XX
