,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,age_int,age_cat,year_int,century
4948,13-Nov-1942,1942.0,Sea Disaster,SOLOMON ISLANDS,,Off Guadalcanal,"Anti-Aircraft cruiser USS Atlanta (CL,-05) travelling in convoy after the Battle of Midway, encountered a Japanese flotilla  (Battle of Guadalcanal) &, heavily damaged by gunfire, she was lost off Lunga Point. Victim was swimming when bitten.",M,,N,,,-1,-,1942,20
4949,13-Nov-1942,1942.0,Sea Disaster,SOLOMON ISLANDS / VANUATU,,"North of Guadalcanal, Solomon Islands while enroute to Vanuatu",Explosion & sinking of the USS Juneau after being torpedoed by the submarine  I-85,M,,Y,11h01 -time of ship sinking,,-1,-,1942,20
4950,12-Nov-1942,1942.0,Sea Disaster,SOLOMON ISLANDS,,Off Savo Island,,M,,Y,,,-1,-,1942,20
4951,01-Nov-1942,1942.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Clifton,Swimming ,M,18,Y,12h30,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",18,Young Adult,1942,20
4952,Nov-1942,1942.0,Provoked,PACIFIC OCEAN,Between Hawaii and U.S.A.,,In rubber dinghy with Captain Eddie Rickenbacker for 21 days. ,M,,N,,,-1,-,1942,20
4953,Nov-1942,1942.0,Sea Disaster,,Off South American coast,,"Dutch merchant ship Zaandam torpedoed  by the U-174 amidships, sank & dozens of survivors took to rafts & boats. One man, Izzi, who drifted 83 days on a raft related that sharks attacked many men in the water when the ship went down",M,,Y,,,-1,-,1942,20
4954,12-Oct-1942,1942.0,Sea Disaster,SOLOMON ISLANDS,Makora-Ulawa Province,Cape Esperance (near Savo Islands),"His ship, the US destroyer Duncan DD 485, had been  sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation  ",M,25,N,,,25,Young Adult,1942,20
4956,12-Sep-1942,1942.0,Sea Disaster,ATLANTIC OCEAN,,360 miles north of Ascension Island,"The Pacquebot Laconia, enroute to Liverpool with 600 Italian prisoners onboard, was torpedoed by the German submarine  U-156 and only 2 rafts were launched before the ship went down. Unable to board an overcrowded raft, he was swimming.",M,,N,,,-1,-,1942,20
4957,12-Sep-1942,1942.0,Unprovoked,AUSTRALIA,Queensland,"Trinity Beach, 17 km northwast of Cairns",Treading water,M,24,N,16h30,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",24,Young Adult,1942,20
4958,11-Sep-1942 to 16-Sep-1942,1942.0,Sea Disaster,SOUTHWEST PACIFIC OCEAN,,Southwestern Pacific Base,Adrift on life raft,M,,Y,,Tiger shark & others,-1,-,1942,20
4959,8-Aug-1942,1942.0,Sea Disaster,SOLOMON ISLANDS,,,Japanese aircraft shot down. He was one of two survivors rescued by the U.S. destroyer Mugford,M,,N,,,-1,-,1942,20
4960,12-Jul-1942,1942.0,Sea Disaster,ATLANTIC OCEAN,,,The SS Potlach was torpedoed & sunk by the U-153 on 27-Jun-1942. ,M,32,Y,,,32,Young Adult,1942,20
4961,06-Jul-1942,1942.0,Provoked,ITALY,Liguria,Savona,Sculling,M,20,N,,Porbeagle shark,20,Young Adult,1942,20
4962,Reported 11-Jun-1942,1942.0,Sea Disaster,BAY OF BENGAL,,,A 210-ton brig was sunk by a Japanese submarine. Some of the survivors were machine-gunned & some were taken by sharks,M,,Y,,,-1,-,1942,20
4963,Reported 08-Jun-1942,1942.0,Invalid,BRAZIL,,,boat capsized during filming,M,,,,Shark involvement prior to death unconfirmed,-1,-,1942,20
4964,04-Jun-1942,1942.0,Unprovoked,USA,Midway Atoll,,"Plane crashed in water, men in life raft",M,,N,,,-1,-,1942,20
4965,Jun-1942,1942.0,Unprovoked,,300 miles east of St. Thomas (Virgin Islands),,On life raft tethered to lifeboat. A seaman put hand over side to rinse a cup,M,,N,,,-1,-,1942,20
4966,09-May-1942,1942.0,Unprovoked,AUSTRALIA,Queensland,"Great Barrier Reef, off Cairns",Diving from lugger,M,,N,,,-1,-,1942,20
4968,08-Mar-1942,1942.0,Sea Disaster,CUBA,Guantanamo Province,30 nm southeast of Guantanamo Bay,Esso Bolivar was torpedoed & shelled by the German submarine U-126,M,,Y,Ship aban-doned at 03h10,,-1,-,1942,20
4969,04-Mar-1942,1942.0,Invalid,AUSTRALIA,New South Wales,George’s River,,M,18,,,Invalid,18,Young Adult,1942,20
4971,04-Jan-1942,1942.0,Unprovoked,AUSTRALIA,New South Wales,"Egg Rock, Middle Harbor, Sydney",Swimming,F,28,Y,15h00,"Bull shark, 4 m [13'] ",28,Young Adult,1942,20
4972,Jan-1942,1942.0,Provoked,AUSTRALIA,New South Wales,"Fairy Bower, near North Steyne",Surf-skiing,M,,N,,3 m [10'] shark,-1,-,1942,20
4973,1942,1942.0,Sea Disaster,INDONESIA,East Java,Surabaya,Captured Allied soldiers were squeezed into 3' bamboo pig baskets & fed to waiting sharks,M,,Y,,,-1,-,1942,20
4974,Winter 1942,1942.0,Watercraft,AUSTRALIA,Tasmania,Off Big Friar Island,Fishing for perch,M,,N,,,-1,-,1942,20
4975,Summer 1942,1942.0,Unprovoked,PHILIPPINES,Camiguin Island,2 kilometres off Sagay,"Sailing from Gingood, Misamis Oriental to Sagay (normally a 2-day voyage) capsized with 6 on board, three men were taken by sharks when they attempted to swim to shore.",M,,Y,,,-1,-,1942,20
4978,1942,1942.0,Unprovoked,BAHAMAS,Cay Sal Bank,Anchored off the largest island in the group,Swimming along side N.E.L. vessel Saluda,M,48,N,Late afternoon,1.2 m to 1.5 m [4' to 5'] shark,48,Adult,1942,20
4979,1942,1942.0,Sea Disaster,,,,Jumped overboard from torpedoed Panamanian freighter,M,,Y,,,-1,-,1942,20
4980,1942,1942.0,Sea Disaster,MID-PACIFC OCEAN,(Southwestern Pacific),,"Plane forced down, 3 men on rubber life raft. Put hand over side to feel drift of boat ",M,,N,,,-1,-,1942,20
4981,1942,1942.0,Sea Disaster,SOUTHWEST PACIFIC OCEAN,,,Ditched plane in the sea & were adrift on a rubber life raft. ,M,,N,,"Said to be “leopard sharks”, more probably tiger sharks",-1,-,1942,20
4982,1942,1942.0,Watercraft,,,,"Days before the surrender of Singapore, the 3 men escaped to Sumatra where they acquired a 17' dinghy. After 125 days at sea they drifted back to Sumatra",M,,N,,,-1,-,1942,20
4983,1942,1942.0,Unprovoked,PANAMA,Panama City,Bella Vista Beach,Swimming,M,,Y,,,-1,-,1942,20
4985,03-Dec-1941,1941.0,Unprovoked,AUSTRALIA,Western Australia,Carnarvon,Swimming,M,10,N,Night,,10,Child,1941,20
4986,27-Nov-1941,1941.0,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,,HMAS Parramatta torpedoed & sunk by the U-559,M,23,N,,Tiger shark,23,Young Adult,1941,20
4987,27-Nov-1941,1941.0,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,,HMAS Parramatta torpedoed & sunk by the U-559,M,,N,,Tiger shark,-1,-,1941,20
4989,19-Nov-1941,1941.0,Sea Disaster,AUSTRALIA,Western Australia,Shark Bay,German raider Kormoran was sunk in an engagement with HMAS Sydney,M,,N,,,-1,-,1941,20
4990,25-Sep-1941,1941.0,Unprovoked,CARIBBEAN SEA,,125 nm north of Aruba,SS Ethel Skakel foundered in Central America Hurricane of 1941,M,,Y,Night,,-1,-,1941,20
4992,05-Aug-1941,1941.0,Invalid,AUSTRALIA,New South Wales,Parramata River,Swimming,M,,,,Shark involvement prior to death unconfirmed,-1,-,1941,20
4993,01-Aug-1941,1941.0,Unprovoked,USA,South Carolina,Sullivan's Island at entrance to Charleston Harbor,Swimming at edge of channel,M,20,N,,,20,Young Adult,1941,20
4995,01-Jul-1941,1941.0,Provoked,USA,Hawaii,"Nankuli, O'ahu",Fishing,M,,N,,100-lb shark,-1,-,1941,20
4996,15-Jun-1941,1941.0,Provoked,USA,New York,15 miles south of Jones Inlet,Fishing from 32' boat,M,43,N,14h00,2.1 m [7'] shark,43,Adult,1941,20
4997,Jun-1941,1941.0,Sea Disaster,PACIFIC OCEAN,Off coast of Ecuador,Between Esmeraldas & Salinas,"Ditched aircraft, 3 men in the water. Swam for 31 hours",M,,Y,17h30,,-1,-,1941,20
4998,24-Mar-1941,1941.0,Sea Disaster,SOUTH ATLANTIC OCEAN,,750 miles off the African coast,The troopship Britannia was sunk by the German raider Thor,M,,N,,,-1,-,1941,20
4999,09-Mar-1941,1941.0,Provoked,USA,California,"Santa Monica, Los Angeles County",Fishing,M,53,N,Night,Mako shark (aka bonito shark) 1.2 m [4'] ,53,Adult,1941,20
5000,13-Feb-1941,1941.0,Provoked,AUSTRALIA,New South Wales,Wollongong,Fishing,M,34,N,,,34,Young Adult,1941,20
5001,01-Feb-1941,1941.0,Provoked,JAMAICA,Trelawney Province,Bogue (near Falmouth),Seine netting,M,,N,07h30,,-1,-,1941,20
5002,29-Jan-1941,1941.0,Unprovoked,SOUTH ATLANTIC OCEAN,In Convoy OB 274,Off Sierra Leone,Rescuing seaman after ship sunk by German raider,M,19,N,19h55,,19,Young Adult,1941,20
5003,Jan-1941,1941.0,Sea Disaster,ATLANTIC OCEAN,,,Adrift on raft after their ship was sunk by an Axis raider ,M,,Y,,,-1,-,1941,20
5004,1941,1941.0,Unprovoked,SOLOMON ISLANDS,New Georgia,Munda,Floating,M,,N,,,-1,-,1941,20
5005,1941,1941.0,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Standing,M,,Y,Early morning,,-1,-,1941,20
5006,1941,1941.0,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",,M,,Y,,,-1,-,1941,20
5007,1941,1941.0,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",,M,,N,,,-1,-,1941,20
5008,1941,1941.0,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Slipped off rocks and fell into the water,M,6,Y,,,6,Child,1941,20
5009,1941,1941.0,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Standing,M,,Y,,,-1,-,1941,20
5010,1941,1941.0,Unprovoked,PAPUA NEW GUINEA,,"Gaire Village, between Rigo & Port Moresby",,M,14,N,,,14,Teenager,1941,20
5011,28-Dec-1940,1940.0,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Standing on sandbank,M,23,Y,09h00,,23,Young Adult,1940,20
5012,20-Dec-1940,1940.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, South Coast",Swimming,M,17,Y,10h00,,17,Teenager,1940,20
5013,Reported 19-Dec-1940,1940.0,Unprovoked,AUSTRALIA,Queensland,Double Island Beach,Fishing,M,,N,,,-1,-,1940,20
5014,10-Dec-1940,1940.0,Provoked,AUSTRALIA,Northern Territory,Darwin,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,M,,N,,,-1,-,1940,20
5015,Sep-1940,1940.0,Unprovoked,PANAMA,Panama Bay (Pacific Ocean),Otoque Island,Bathing,M,18,Y,,5.5 m [18'] shark,18,Young Adult,1940,20
5016,13-Jul-1940,1940.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Standing,M,,N,,,-1,-,1940,20
5017,13-Jul-1940,1940.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Standing ,M,,N,,,-1,-,1940,20
5018,30-Jun-1940,1940.0,Unprovoked,USA,North Carolina,"Holden Beach, Brunswick County",Fishing,M,,N,,3 m [10'] shark,-1,-,1940,20
5019,31-Mar-1940,1940.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Danger Pool, Winkelspruit, South Coast",Treading water,M,25,Y,11h00,"White shark, species identity confirmed by tooth pattern",25,Young Adult,1940,20
5020,20-Mar-1940,1940.0,Unprovoked,AUSTRALIA,New South Wales,Gerringong,Free diving for lobster,M,,N,,Wobbegong shark,-1,-,1940,20
5021,22-Feb-1940,1940.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, South Coast",Swimming,M,17,Y,16h30,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",17,Teenager,1940,20
5023,4-Feb-1940,1940.0,Unprovoked,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",Wading,M,55,Y,14h00,,55,Adult,1940,20
5024,29-Jan-1940,1940.0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Dived into the water,M,17,N,,"""a small shark""",17,Teenager,1940,20
5025,23-Jan-1940,1940.0,Unprovoked,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",Swimming,M,13,Y,10h40,3 m [10'] shark,13,Teenager,1940,20
5026,15-Jan-1940,1940.0,Unprovoked,AUSTRALIA,Queensland,"Surfers Paradise, near Southport",Swimming,M,22,N,Afternoon,,22,Young Adult,1940,20
5027,07-Jan-1940,1940.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Warner Beach, South Coast",Swimming ,M,18,Y,16h00,2.4 m [8'] shark,18,Young Adult,1940,20
5028,01-Jan-1940,1940.0,Unprovoked,AUSTRALIA,Queensland,"Malagil, Barrier Reef",Diving for trochus,M,,N,,,-1,-,1940,20
5030,1940,1940.0,Unprovoked,NEW GUINEA,Bwagaoia,"Bagalina, North coast Misima Island",,F,,Y,,,-1,-,1940,20
5033,1940,1940.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,,F,,,,Questionable incident,-1,-,1940,20
5034,1940,1940.0,Invalid,SOUTH AFRICA,Eastern Cape Province,"Kowie River Mouth, Port Alfred",Standing in water with child in her arms,F,,,,Questionable incident,-1,-,1940,20
5035,28-Dec-1939,1939.0,Invalid,AUSTRALIA,New South Wales,"Cabramatta Creek, George’s River ",Swimming,M,40,,,"Questionable incident, said to involve a 6' shark",40,Adult,1939,20
5036,14-Dec-1939,1939.0,Unprovoked,AUSTRALIA,Queensland,"Rubbish Dump Creek, Mackay",Swimming ,M,20,Y,12h15,2.6 m [8.5'] shark landed 2 hours later,20,Young Adult,1939,20
5041,Reported 02-Nov-1939,1939.0,Unprovoked,SAMOA,,,Fishing,M,,Y,,,-1,-,1939,20
5042,Reported 25-Oct-1939,1939.0,Unprovoked,AUSTRALIA,Queensland,Near Restoration Rock off Portland Roads ,"Free diving for trochus shell, swimming to dinghy",M,27,N,,"Tiger shark, 4.3 m [14'], 3 tooth fragments retrieved from his wounds",27,Young Adult,1939,20
5043,04-Oct-1939,1939.0,Unprovoked,USA,Hawaii,"Kane'ohe Bay, Mokapu, O'ahu",Spearfishing & had just speared a ulua,M,,N,,1.5 m [5'] shark,-1,-,1939,20
5044,Reported 27-Sep-1939,1939.0,Unprovoked,AUSTRALIA,Torres Strait ,Near Mabuiag Island,Pearl diving,M,,N,,Tiger shark,-1,-,1939,20
5045,01-Aug-1939,1939.0,Provoked,USA,California,"Off San Pedro, Los Angeles County",Fishing,M,33,N,,,33,Young Adult,1939,20
5047,16-Jul-1939,1939.0,Provoked,BAHAMAS,Andros Islands,Blue Hole,"Dress diving, filming shark & pulling it through the water for a motion picture scene",M,38,N,12h00,"Nurse shark, 2.1 m [7']",38,Adult,1939,20
5048,14-Jul-1939,1939.0,Provoked,USA,Texas,"West Bay, 19 miles from Galveston",Seine netting,M,,N,Morning,18' shark,-1,-,1939,20
5049,03-May-1939,1939.0,Unprovoked,USA,Virginia,"At sea, several hundred miles south east of Cape Henry, Virginia",Washed off freighter Huncliff by a freak wave,M,,Y,,,-1,-,1939,20
5050,12-Apr-1939,1939.0,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Bulolol,Dived for a coin,M,9,Y,,,9,Child,1939,20
5051,24-Mar-1939,1939.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Port Moresby,Dived for a coin,M,,Y,,"""a large shark""",-1,-,1939,20
5052,26-Feb-1939,1939.0,Unprovoked,INDIA,Tamil Nadu, Chennai (formerly Madras),Bathing/Swimming,M,,Y,,,-1,-,1939,20
5053,26-Feb-1939,1939.0,Provoked,NEW ZEALAND,North Island,Matakana River Mouth,Fishing,M,,N,,7' shark,-1,-,1939,20
5054,12-Jan-1939,1939.0,Unprovoked,AUSTRALIA,New South Wales,Clarence River,Scooping prawns,M,Both 11,N,,7' shark,-1,-,1939,20
5055,Woirld War II,1939.0,Sea Disaster,SRI LANKA,,,She was on a ship that was torpedoes & was in the water awaiting rescue,F,,N,,,-1,-,1939,20
5057,1939,1939.0,Unprovoked,VENEZUELA,Carabobo,"El Falito, near Puerto Cabello",Bathing,M,,Y,,,-1,-,1939,20
5058,1939,1939.0,Unprovoked,CURACAO,Ascension Bay,,Diving,M,,N,,Tiger shark,-1,-,1939,20
5059,1939,1939.0,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Aroma Passage,Swimming to anchored boat,M,,Y,,,-1,-,1939,20
5060,27-Dec-1938,1938.0,Unprovoked,AUSTRALIA,New South Wales,"North Beach, Belligen River",Swimming,M,19,Y,,,19,Young Adult,1938,20
5061,05-Oct-1938,1938.0,Provoked,AUSTRALIA,Queensland,Between Wynnum & St. Helena Island,Fishing,M,18,N,Afternoon,"Tiger shark, 6'",18,Young Adult,1938,20
5062,29-Aug-1938,1938.0,Unprovoked,CHINA,North China,"Outer harbor, Hong Kong",Swimming alongside warship   Tsingt-ao,M,,Y,,,-1,-,1938,20
5063,18-Aug-1938,1938.0,Provoked,USA,California,"Near Encino, Los Angeles County",Fishing,M,,N,,,-1,-,1938,20
5064,18-Jul-1938,1938.0,Unprovoked,USA,South Carolina,Charleston,Swimming,M,,N,,,-1,-,1938,20
5065,Reported 17-Jul-1938,1938.0,Provoked,TURKEY,,,Fishing,M,,N,,,-1,-,1938,20
5066,17-Jul-1938,1938.0,Provoked,USA,California,"Dana Point, Orange County","Fishing, removing gaff from shark's mouth",M,27,N,,,27,Young Adult,1938,20
5067,12-Jul-1938,1938.0,Unprovoked,AUSTRALIA,Torres Strait,Off Bathurst Island,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,25,Y,,,25,Young Adult,1938,20
5069,08-Jun-1938,1938.0,Unprovoked,AUSTRALIA,New South Wales,Manly,Hardhat diving,M,,N,,6' shark,-1,-,1938,20
5070,26-May-1938,1938.0,Unprovoked,COSTA RICA,Nicoya Peninsula,,Fishing,M,,Y,,,-1,-,1938,20
5071,15-May-1938,1938.0,Unprovoked,IRAQ,Basrah City,"Ashar Canal, where people wash clothes & kitchen pans","Swimming, naked",M,9 or 10,N,Afternoon,Bull shark,-1,-,1938,20
5073,Reported 21-Mar-1938,1938.0,Unprovoked,FIJI,Viti Levu,Singatoka River,Wading,M,,N,,,-1,-,1938,20
5074,08-Mar-1938,1938.0,Unprovoked,AUSTRALIA,Northern Territory,Liverpool River,Canoe capsized by shark,M,,N,,,-1,-,1938,20
5075,21-Jan-1938,1938.0,Provoked,AUSTRALIA,New South Wales,Tweed Heads,Fishing,M,,N,," Tiger shark, 3'",-1,-,1938,20
5076,18-Jan-1938,1938.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Vetch’s Pier, Durban","Watching seine netters with friends, one of whom picked up a netted shark",M,13,N,,,13,Teenager,1938,20
5077,14-Jan-1938,1938.0,Invalid,AUSTRALIA,New South Wales,"Lady Martin’s Beach, Sydney Harbor",Diving off jetty,M,24,,Afternoon,Questionable incident,24,Young Adult,1938,20
5078,02-Jan-1938,1938.0,Unprovoked,AUSTRALIA,New South Wales,Cronulla,Surf skiing,M,,N,,,-1,-,1938,20
5079,Reported 1938,1938.0,Unprovoked,EGYPT,,Mersa Matruh,Sponge diving,M,,Y,,,-1,-,1938,20
5080,1938,1938.0,Unprovoked,TRINIDAD & TOBAGO,Trinidad,"Manzanilla Bay, St. Andrew County",Body surfing,M,50,N,,"""grey-colored shark""",50,Adult,1938,20
5081,1938,1938.0,Provoked,USA,North Carolina,On one of the sounds near Wilmington,Fishing,M,,N,,,-1,-,1938,20
5082,1938,1938.0,Unprovoked,AUSTRALIA,Torres Strait,,Diving,M,17,N,,,17,Teenager,1938,20
5083,1938,1938.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Bilanhlolo River Mouth, Ramsgate",Swimming,M,,N,,,-1,-,1938,20
5084,13-Nov-1937,1937.0,Sea Disaster,USA,North Carolina,Off Cape Hatteraa,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",M,,Y,,,-1,-,1937,20
5085,11-Nov-1937,1937.0,Unprovoked,AUSTRALIA,Torres Strait ,Ota Reef,Diving for trochus,M,17,Y,,12' shark,17,Teenager,1937,20
5086,Reported 06-Nov-1937,1937.0,Sea Disaster,SOLOMON ISLANDS,,,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",M,,Y,,,-1,-,1937,20
5087,27-Oct-1937,1937.0,Unprovoked,AUSTRALIA,Queensland ,"Kirra Beach, Coolangatta",Swimming ,M,25,Y,17h30,Tiger shark,25,Young Adult,1937,20
5088,27-Oct-1937,1937.0,Unprovoked,AUSTRALIA,Queensland,"Kirra Beach, Coolangatta",Swimming ,M,18,Y,17h30,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",18,Young Adult,1937,20
5089,24-Oct-1937,1937.0,Unprovoked,AUSTRALIA,New South Wales,Byron Bay ,Swimming near jetty,M,16,N,,2.4 m [8'] shark,16,Teenager,1937,20
5090,24-Oct-1937,1937.0,Unprovoked,AUSTRALIA,New South Wales,Byron Bay ,Surf skiing,M,,N,,2.6 m [8.5'] shark,-1,-,1937,20
5091,Reported 26-Sep-t937,1937.0,Provoked,CROATIA, Split-Dalmatia County,Bisk,Fishing,M,,N,,,-1,-,1937,20
5094,01-Sep-1937,1937.0,Unprovoked,SCOTLAND,Argyll,"Carradale Bay, Kintyre Peninsula",Rowing,M,,N,,Basking shark,-1,-,1937,20
5095,31-Aug-1937,1937.0,Unprovoked,AUSTRALIA,Torres Strait,"Mabuiag Island, between New Guinea & Australia","Diving from the lugger San, operated by the Protector of the Aborigines",M,38,N,11h00,"Tiger shark, 9' to 10' ",38,Adult,1937,20
5096,16-Aug-1937,1937.0,Invalid,TURKEY,,Istanbul,Swimming,M,,,,Invalid,-1,-,1937,20
5097,02-Aug-1937,1937.0,Unprovoked,PANAMA,Colon Province,Limon Bay,Swimming,M,21,Y,,,21,Young Adult,1937,20
5098,Reported 16-Jul-1937,1937.0,Unprovoked,AUSTRALIA,Northern Territory,Elcho Island,Pearl diving,M,,Y,,,-1,-,1937,20
5101,15-Jun-1937,1937.0,Provoked,AUSTRALIA,New South Wales,"Wallamba River, near entrance to Wallis Lake","Fishing from launch, fell into net with shark",M,,N,,"Whaler shark, 4 m [13'] ",-1,-,1937,20
5102,    15-Jun-1937,1937.0,Unprovoked,USA,Texas,Galveston,Swimming,M,14,Y,Night,,14,Teenager,1937,20
5103,30-May-1937,1937.0,Provoked,USA,Texas,Galveston,Fishing,M,,N,,4' shark,-1,-,1937,20
5104,15-May-1937,1937.0,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville","Refused permission to cross on the ferry, he was swimming across the river",M,33,Y,Night,2 days later a 600-lb shark was caught 100 yards from the site,33,Young Adult,1937,20
5105,26-Mar-1937,1937.0,Invalid,AUSTRALIA,New South Wales,South Cronulla,Bathing,M,16,,,Shark involvement prior to death was not confirmed,16,Teenager,1937,20
5106,09-Mar-1937,1937.0,Invalid,AUSTRALIA,Victoria,Port Melbourne,Swimming,M,43,,,Shark involvement prior to death was not confirmed,43,Adult,1937,20
5107,13-Feb-1937,1937.0,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Swimming,M,32,Y,15h20,White shark,32,Young Adult,1937,20
5108,11-Feb-1937,1937.0,Unprovoked,AUSTRALIA,New South Wales,Kempsey,Swimming ashore after launch capsized,M,,N,,,-1,-,1937,20
5110,03-Feb-1937,1937.0,Provoked,AUSTRALIA,Queensland,Moreton Island,Fishing,M,20,N,,"3' ""blue nosed"" shark",20,Young Adult,1937,20
5111,1937,1937.0,Invalid,AUSTRALIA,South Australia,Port Germein,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,M,,,Night,Shark involvement prior to death was not confirmed,-1,-,1937,20
5112,27-Jan-1937,1937.0,Provoked,AUSTRALIA,New South Wales,"Lake Conjola, near Milton",Holding shark's tail ,M,18,N,,"Grey nurse shark, 8'",18,Young Adult,1937,20
5113,1937,1937.0,Unprovoked,AUSTRALIA,Torres Strait,,,M,,N,,,-1,-,1937,20
5114,30-Dec-1936,1936.0,Unprovoked,USA,Hawaii,"Honokohau, Maui","Diving, attempting to retrieve body of drowning victim wedged between rocks",M,,N,,6 m [20']  shark,-1,-,1936,20
5117,12-Dec-1936,1936.0,Unprovoked,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Swimming,M,15,Y,11h30,,15,Teenager,1936,20
5118,01-Dec-1936,1936.0,Watercraft,AUSTRALIA,Victoria,Mordialloc,Fishing,M,50,Y,,Thought to involve a 12' white shark,50,Adult,1936,20
5119,27-Nov-1936,1936.0,Provoked,AUSTRALIA,Torres Strait,Near Thursday Island,Spearfishing ,M,,N,,0.9 m [3']  shark,-1,-,1936,20
5120,Reported 11-Sep-1936,1936.0,,VIETNAM,,Saigon,Wreck of a sampam,M,,Y,,,-1,-,1936,20
5121,04-Sep-1936,1936.0,Unprovoked,USA,Hawaii,"Lahaina, Maui",Swimming,M,,N,,,-1,-,1936,20
5122,24-Aug-1936,1936.0,Unprovoked,AUSTRALIA,Torres Strait,Near Mabuiag Island,"Trochus diving, but floating on surface",M,,N,,Large tiger shark seen in the vicinity the following morning,-1,-,1936,20
5123,13-Aug-1936,1936.0,Unprovoked,ICELAND,Fishing Grounds,,Swept overboard,M,,N,,,-1,-,1936,20
