,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,age_int,age_cat,year_int,century
3641,13-Jun-1970,1970.0,Unprovoked,GRENADA,St. Andrew Parish,Grenville,Wading,M,16,Y,14h00,,16,Teenager,1970,20
3642,13-Jun-1970,1970.0,Unprovoked,GRENADA,St. Andrew Parish,Grenville,Wading,M,18,Y,14h00,,18,Young Adult,1970,20
3644,4-Apr-1970,1970.0,Unprovoked,GRENADA,St. Andrew Parish,Grenville,Swimming,M,14,Y,16h00,,14,Teenager,1970,20
3645,Apr-1970,1970.0,Provoked,,,,Freediving,M,,N,,Wobbegong shark ,-1,-,1970,20
3646,Apr-1970,1970.0,Unprovoked,SOLOMON ISLANDS,,,Swimming,M,,UNKNOWN,,Wobbegong shark,-1,-,1970,20
3647,31-Mar-1970,1970.0,Invalid,USA,Hawaii,"Waimea Bay, O'ahu",Body surfing,M,,,,Shark involvement prior to death was not confirmed,-1,-,1970,20
3648,23-Mar-1970,1970.0,Unprovoked,USA,Florida,Manatee County,Wading,M,19,N,Late afternoon,,19,Young Adult,1970,20
3649,5-Feb-1970,1970.0,Unprovoked,,,,Wading,F,8,N,,Carpet shark,8,Child,1970,20
3650,23-Jan-1970,1970.0,Unprovoked,MOZAMBIQUE,Limpopo River,3.2 km inland,Swimming,M,14,N,,,14,Teenager,1970,20
3651,23-Jan-1970,1970.0,Unprovoked,MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",Swimming,M,16,N,,Zambesi shark,16,Teenager,1970,20
3652,23-Jan-1970,1970.0,Unprovoked,MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",Swimming,M,12,N,,Zambesi shark,12,Child,1970,20
3653,23-Jan-1970,1970.0,Unprovoked,MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",Swimming,M,10,N,,Zambesi shark,10,Child,1970,20
3654,    16-Jan-1970,1970.0,Sea Disaster,EGYPT,Red Sea,A few miles south of Port Suez,Air disaster,M,,Y,,,-1,-,1970,20
3655,10-Jan-1970,1970.0,Unprovoked,MEXICO,Guerrero,Acapulco,Swimming,M,22,N,,,22,Young Adult,1970,20
3656,Reported 09-Jan-1970,1970.0,Unprovoked,ENGLAND,Devon,Teignmouth,Attempted to return injured shark to the sea,M,,N,,8' blue shark,-1,-,1970,20
3657, Jan-1970,1970.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,,Freediving,M,15,N,,,15,Teenager,1970,20
3658,1970s,1970.0,Unprovoked,SRI LANKA,Western Province,Colombo Harbor,Spearfishing / freediving,M,,N,,,-1,-,1970,20
3659,Late 1970s,1970.0,Unprovoked,SPAIN,Canary Islands,"Icod de los Vinos, Tenerife",Spearfishing,M,,N,,Blue shark,-1,-,1970,20
3660,Ca. 1970,1970.0,Watercraft,ITALY,Sardinia,Golfo di Oristano,Fishing on a boat,M,,N,,White shark,-1,-,1970,20
3661,1970,1970.0,Unprovoked,CROATIA,Zadar County,Novigrad,Spearfishing,M,,UNKNOWN,,White shark,-1,-,1970,20
3662,1970s,1970.0,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River,Washing cooking pans,F,28,N,Afternoon,,28,Young Adult,1970,20
3663,1970s,1970.0,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River near Abu al Khasib,Washing clothes on stairs,F,25,N,,,25,Young Adult,1970,20
3664,1970s,1970.0,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River,Swimming,M,35,Y,12h00,,35,Young Adult,1970,20
3665,1970s,1970.0,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River,"Fishing, trying to catch the end of his fishing line",M,35,N,Afternoon,,35,Young Adult,1970,20
3666,30-Nov-1969,1969.0,Unprovoked,AUSTRALIA,Western Australia,"Swan River, 13 miles upstream",Swimming,M,15,N,Afternoon,,15,Teenager,1969,20
3667,11-Nov-1969,1969.0,Unprovoked,USA,Hawaii,"Barber’s Point, O'ahu",Scuba diving for lobsters,M,,N,,>2.4 m [8'] shark,-1,-,1969,20
3668,05-Nov-1969,1969.0,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney",,M,27,N,,,27,Young Adult,1969,20
3669,14-Oct-1969,1969.0,Unprovoked,USA,Hawaii,Hawaii,Diving,M,,N,Morning,Oceanic whitetip shark,-1,-,1969,20
3670,06-Sep-1969,1969.0,Unprovoked,USA,California,"Bird Rock, Tomales Point, near Marin County / Sonoma County border",Free diving for abalone,M,53,N,11h20,"White shark, 4.3 m 4.9 m [14' to 16'] ",53,Adult,1969,20
3671,29-Aug-1969,1969.0,Unprovoked,USA,Florida,"North Beach, St. Lucie County",Floating on his back,M,,N,Afternoon,,-1,-,1969,20
3672,22-Aug-1969,1969.0,Provoked,USA,Massachusetts,40 miles south of Nantucket,Fishing,M,28,N,,,28,Young Adult,1969,20
3673,02-Aug-1969,1969.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,N,Morning,,15,Teenager,1969,20
3674,02-Aug-1969,1969.0,Unprovoked,USA,Florida,"St. Petersburg, Pinnellas County",Body surfing,M,13,N,16h30,4' shark,13,Teenager,1969,20
3675,Aug-1969,1969.0,Unprovoked,,,,,M,25,N,,,25,Young Adult,1969,20
3676,27-Jul-1969,1969.0,Provoked,ENGLAND,,,,M,,N,,,-1,-,1969,20
3677,22-Jul-1969,1969.0,Provoked,USA,Florida,Florida Keys,,M,13,N,16h00,Nurse shark,13,Teenager,1969,20
3678,20-Jul-1969,1969.0,Unprovoked,USA,California,"Pigeon Point, San Mateo County",Free diving for abalone but at surface,M,,N,13h00,"White shark, 5 m [16.5'] ",-1,-,1969,20
3679,27-Jun-1969,1969.0,Unprovoked,USA,Florida,Florida Keys,Wading,M,22,UNKNOWN,1600,,22,Young Adult,1969,20
3680,12-Jun-1969,1969.0,Unprovoked,JAMAICA,Clarendon,Off Rocky Point,Diving,M,27,N,Morning,,27,Young Adult,1969,20
3681,Jun-1969,1969.0,Unprovoked,USA,Florida,Sarasota County,Wading,M,8,N,20h00,,8,Child,1969,20
3682,25-May-1969,1969.0,Provoked,USA,Texas,Packery Channel,Surf-fishing,M,,N,19h00,2' to 3' shark,-1,-,1969,20
3683,24-May-1969,1969.0,Provoked,USA,Florida,Sarasota County,Diving,M,23,N,11h00,Nurse shark,23,Young Adult,1969,20
3684,22-May-1969,1969.0,Unprovoked,DOMINICAN REPUBLIC,,,Surfing,M,18,UNKNOWN,16h00,,18,Young Adult,1969,20
3686,22-Apr-1969,1969.0,Invalid,AUSTRALIA,New South Wales,"Kingscliffe Beach, south of Tweed Heads",Netting pilchards,M,,,,"Considered a ""Doubtful"" incident",-1,-,1969,20
3687,19-Aug-1969,1969.0,Provoked,USA,Florida,"Marathon, Monroe County",Fishing,M,adult,N,,"Lemon shark, 9' ",-1,-,1969,20
3688,25-Mar-1969,1969.0,Provoked,AUSTRALIA,New South Wales,Newcastle,,M,65,N,,Mako shark,65,Adult,1969,20
3689,09-Mar-1969,1969.0,Unprovoked,USA,Hawaii,"Makaha, O'ahu",Surfing,M,16,N,17h30,"White shark, identified by tooth fragments in surfboard",16,Teenager,1969,20
3690,Reported 17-Feb-1969,1969.0,Provoked,AUSTRALIA,Tasmania,Taroona,Fishing,M,49,N,Daytime,7-gill shark,49,Adult,1969,20
3691,Feb-1969,1969.0,Invalid,AUSTRALIA,Queensland,Cooktown,Hard hat diving,M,52,,,Questionable incident,52,Adult,1969,20
3692,27-Jan-1969,1969.0,Unprovoked,AUSTRALIA,New South Wales,Beecroft Head,Freediving,M,21,N,07h30,,21,Young Adult,1969,20
3693,Jan-1969,1969.0,Unprovoked,AUSTRALIA,Victoria,Port MacDonnel,,M,,N,,Carpet shark,-1,-,1969,20
3695,29-Dec-1968,1968.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Port St. John's,Freediving,M,,,,Questionable incident,-1,-,1968,20
3696,26-Dec-1968,1968.0,Provoked,AUSTRALIA,New South Wales,"Marineland Aquarium, Manley, Sydney",Feeding mullet to sharks,M,27,N,Morning,"Grey nurse shark, 10' ",27,Young Adult,1968,20
3697,25-Dec-1968,1968.0,Unprovoked,NEW ZEALAND,South Island,"St. Clair Beach, Dunedin",Surfing,M,17,N,17h45,White shark,17,Teenager,1968,20
3698,09-Dec-1968,1968.0,Unprovoked,AUSTRALIA,South Australia,Thistle Island,,M,,N,,White shark,-1,-,1968,20
3699,02-Dec-1968,1968.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Bluff, Durban",Spearfishing,M,28,N,,"2 scalloped hammerhead sharks, 1.5 m & 1.8 m [5' & 6']",28,Young Adult,1968,20
3700,Dec-1968,1968.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,,,M,30,,,Questionable incident,30,Young Adult,1968,20
3701,06-Nov-1968,1968.0,Watercraft,SOUTH AFRICA,KwaZulu-Natal,Ramsgate,Fishing,M,22,N,,"90-kg ""blackfin"" shark",22,Young Adult,1968,20
3703,02-Nov-1968,1968.0,Provoked,AUSTRALIA,Western Australia,,,M,16,N,15h00,,16,Teenager,1968,20
3704,29-Oct-1968,1968.0,Provoked,BAHAMAS,,,,M,,N,22h00,,-1,-,1968,20
3705,13-Oct-1968,1968.0,Unprovoked,USA,Florida,"Egmont Key, Hillsborough County",Spearfishing using Scuba,M,,N,,3 m [10'] bull shark,-1,-,1968,20
3708,15-Sep-1968,1968.0,Unprovoked,NEW ZEALAND,South Island,Otago Harbor,Spearfishing,M,24,Y,10h15,"White shark, 4.3 m [14'], (tooth fragment recovered)",24,Young Adult,1968,20
3710,21-Aug-1968,1968.0,Unprovoked,USA,Florida,Okaloosa County,Standing,M,15,N,17h00,,15,Teenager,1968,20
3711,13-Aug-1968,1968.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Swimming,M,12,N,,,12,Child,1968,20
3713,08-Aug-1968,1968.0,Unprovoked,COLUMBIA,Magdalena Department,"Makuaka Caño, Taganga",Dynamite fishing,M,18,N,10h30,2 m shark,18,Young Adult,1968,20
3714,27-Jul-1968,1968.0,Unprovoked,USA,California,"Bodega Rock, Sonoma County",Free diving,M,25,N,11h00,"White shark, 4 m [13'] ",25,Young Adult,1968,20
3715,23-Jul-1968,1968.0,Unprovoked,USA,Florida,Florida Keys,Wading,M,33,N,13h30,,33,Young Adult,1968,20
3716,16-Jul-1968,1968.0,Unprovoked,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",Spearfishing using Scuba,M,33,N,Afternoon,4m [13'] shark,33,Young Adult,1968,20
3717,10-Jul-1968,1968.0,Unprovoked,BAHAMAS,Great Exuma Island,Children's Bay Cay near Rollerville,Small boat with 2 men onboard hit a submerged coral formation. Men began swimming to shore,M,,Y,,,-1,-,1968,20
3718,Jul-1968,1968.0,Invalid,MEXICO,Baja California,,,M,43,,Afternoon,Not authenticated,43,Adult,1968,20
3719,25-Jun-1968,1968.0,Unprovoked,BAHAMAS,Eleuthera,Spanish Wells ,Spearfishing,M,17,N,,1.5 m to 2 m [5' to 6.75'] Caribbean reef shark ,17,Teenager,1968,20
3720,09-Jun-1968,1968.0,Unprovoked,USA,Florida,"Mullet Key, Pinellas County",Clamming,M,17,N,09h30,,17,Teenager,1968,20
3721,Jun-1968,1968.0,Unprovoked,ENGLAND,,,,M,,N,,Blue shark,-1,-,1968,20
3723,May-1968,1968.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,,Standing,M,17,N,,,17,Teenager,1968,20
3724,29-Apr-1968,1968.0,Invalid,USA,Florida,"Fort Lauderdale, Broward County",Wading,M,63,,14h00,Shark involvement not confirmed,63,Adult,1968,20
3725,20-Apr-1968,1968.0,Unprovoked,USA,Florida,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",,M,10,N,12h30,2.7 m [9'] silky shark,10,Child,1968,20
3726,15-Apr-1968,1968.0,Unprovoked,AUSTRALIA,New South Wales,South Coast,"Diving. Shark “swallowed’ his hand, so he threw his other around the shark and went “shark-back riding” for 30 yards until the shark opened its jaws",M,21,N,,"Bronze whaler shark, 1.8 m [6'] ",21,Young Adult,1968,20
3727,Reported 11-Apr-1968,1968.0,Unprovoked,PAPUA NEW GUINEA,Gulf Province,Orokolo Bay,Swimming,M,7,Y,,,7,Child,1968,20
3728,07-Apr-1968,1968.0,Provoked,AUSTRALIA,New South Wales,Stockton Bight,,M,47,N,Early morning,"""Blue whaler"" (Galeolamna)",47,Adult,1968,20
3729,25-Mar-1968,1968.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Wading & pushing dinghy toward  the shallows,M,35,N,Afternoon,1.5 m to 1.8m [5' to 6'] shark,35,Young Adult,1968,20
3730,10-Mar-1968,1968.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Surfing,M,20,N,Afternoon,,20,Young Adult,1968,20
3731,Mar-1968,1968.0,Invalid,USA,Florida,Florida Keys,Treading water,M,28,,Night,Invalid,28,Young Adult,1968,20
3732,26-Feb-1968,1968.0,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,17,N,13h30,,17,Teenager,1968,20
3733,20-Feb-1968,1968.0,Unprovoked,AUSTRALIA,Western Australia,Swan River,Swimming,F,14,N,Late afternoon,,14,Teenager,1968,20
3734,18-Feb-1968,1968.0,Provoked,NEW ZEALAND,North Island,"Pilot Bay, Mt Maunganui ",Picking up shark by the tail,F,,N,,3' shark,-1,-,1968,20
3735,04-Feb-1968,1968.0,Unprovoked,AUSTRALIA,South Australia,Cape Jervis,Spearfishing,M,26,N,18h30,"Bronze whaler shark, 3 m [10'] ",26,Young Adult,1968,20
3739,1968,1968.0,Unprovoked,COSTA RICA,Limón Province,Parismina,Swimming after his canoe capsized,M,,Y,,,-1,-,1968,20
3742,30-Dec-1967,1967.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,22,N,14h00,1.5 m to 1.8 m [5' to 6'] shark,22,Young Adult,1967,20
3743,Reported 21-Dec-1967,1967.0,Invalid,PAPUA NEW GUINEA,Central Province,Port Moresby,Spearfishing,M,32,,,Questionable incident,32,Young Adult,1967,20
3744,18-Dec-1967,1967.0,Unprovoked,FIJI,,,,M,27,N,09h00,,27,Young Adult,1967,20
3745,17-Dec-1967,1967.0,Unprovoked,AUSTRALIA,Victoria,"Cheviot Beach, Portsea, Port Phillip Bay",Swimming,M,59,Y,A.M.,,59,Adult,1967,20
3746,14-Dec-1967,1967.0,Provoked,USA,,,,M,,N,,,-1,-,1967,20
3747,30-Nov-1967,1967.0,Provoked,AUSTRALIA,New South Wales,Wollongong,Freediving,M,15,N,,Grey nurse shark,15,Teenager,1967,20
3748,30-Nov-1967,1967.0,Unprovoked,AUSTRALIA,Queensland,Surfer's Paradise,,M,18,N,,Grey nurse shark,18,Young Adult,1967,20
3749,15-Nov-1967,1967.0,Provoked,FIJI,,,Freediving,M,21,N,Morning,,21,Young Adult,1967,20
3751,Nov-1967,1967.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Brighton Beach,,F,,,,Shark involvement prior to death was not confirmed,-1,-,1967,20
3753,17-Oct-1967,1967.0,Unprovoked,USA,Florida,"McArthur Beach, Singer Island, Palm Beach Shores",Standing on sandbar,M,19,N,16h30,small blacktip shark,19,Young Adult,1967,20
3754,Oct-1967,1967.0,Unprovoked,TONGA,,,Swimming,M,17,N,,,17,Teenager,1967,20
3755,20-Sep-1967,1967.0,Invalid,USA,Hawaii,"Kailua Bay, O'ahu",Boat capsized between O'ahu & Molokai,M,,,,Shark involvement prior to death was not confirmed,-1,-,1967,20
3756,13-Sep-1967,1967.0,Provoked,ITALY,Brindisi Province,Brindisi,Scuba diving,M,21,,,2 m shark,21,Young Adult,1967,20
3759,06-Sep-1967,1967.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Lambom Island,Spearfishing,M,,Y,,,-1,-,1967,20
3760,01-Sep-1967,1967.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambon Island",Spearfishing,M,23,Y,,3.7 m [12'] shark,23,Young Adult,1967,20
3761,27-Aug-1967,1967.0,Provoked,USA,California,Ventura,Pulling shark from the water,M,24,N,14h30,5' blue shark,24,Young Adult,1967,20
3762,26-Aug-1967,1967.0,Unprovoked,JAPAN,Kagawa Prefecture,Sakaide,,M,19,Y,14h30,,19,Young Adult,1967,20
3763,25-Aug-1967,1967.0,Unprovoked,ITALY,Liguria," Marinella Sarzana, La Spezia ",Spearfishing on Scuba,M,,N,,,-1,-,1967,20
3764,19-Aug-1967,1967.0,Unprovoked,AUSTRALIA,Western Australia,Jurien Bay,"Spearfishing, dived to pick up a float line",M,23,Y,11h00,White shark,23,Young Adult,1967,20
3765,15-Aug-1967,1967.0,Unprovoked,BERMUDA,Hamilton,Hamilton,Floating,F,19,N,16h00,,19,Young Adult,1967,20
3766,Reported 14-Aug-1967,1967.0,Unprovoked,COLUMBIA,,,,M,,N,,,-1,-,1967,20
3767,10-Aug-1967,1967.0,Invalid,AUSTRALIA,New South Wales,Jervis Bay,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),M,? & 19,,Night,Shark involvement prior to death was not confirmed,-1,-,1967,20
3768,07-Aug-1967,1967.0,Unprovoked,USA,Florida,Near Key West,Spearfishing,M,15,N,14h30,"Nurse shark, 106 cm, 28-lb, male ",15,Teenager,1967,20
3769,Aug-1967,1967.0,Unprovoked,BAHAMAS,Out Islands,Andros Island,Photographing sharks underwater using Scuba,M,41,N,Early afternoon,1.5 m to 1.8 m [5' to 6'] sandbar shark,41,Adult,1967,20
3770,Aug-1967,1967.0,Unprovoked,SENEGAL,Cap Vert Peninsula,Hann,Beach seine netting,M,,N,04h00,1.8 m shark,-1,-,1967,20
3771,29-Jul-1967,1967.0,Unprovoked,USA,Florida,Florida Keys,Snorkeling,M,20,N,Afternoon,,20,Young Adult,1967,20
3772,05-Jul-1967,1967.0,Unprovoked,TURKEY,Mugla Province,Kucukada Island,Spearfishing,M,36,Y,13h40,,36,Adult,1967,20
3773,Jul-1967,1967.0,Invalid,USA,South Carolina,,Surfing,M,18,,16h30,Questionable incident,18,Young Adult,1967,20
3774,13-Jun-1967,1967.0,Provoked,USA,Florida,"Key West, Monroe County",Spearfishing,M,26,N,17h30,"Nurse shark, 1 m ",26,Young Adult,1967,20
3775,Jun-1967,1967.0,Provoked,ITALY,Sicily,Stretto di Messina,Fishing boat,M,,N,,"White shark, 4 to 5 m [13' to 16.5'] ",-1,-,1967,20
3776,13 or 30-May-1967,1967.0,Provoked,AUSTRALIA,South Australia,Outer Harbor,,M,30,N,Morning,Bronze whaler shark,30,Young Adult,1967,20
3777,09-May-1967,1967.0,Provoked,AUSTRALIA,,Aquarium,Feeding a shark,M,22,N,Afternoon,Grey nurse shark,22,Young Adult,1967,20
3778,Apr-1967,1967.0,Provoked,UNITED KINGDOM,Gibraltar,,Fishing,M,60,N,,,60,Adult,1967,20
3779,20-Mar-1967,1967.0,Provoked,NEW ZEALAND,North Island,Leigh,Freediving,M,21,N,Afternoon,,21,Young Adult,1967,20
3780,19-Mar-1967,1967.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paradise Reef,Spearfishing,M,32,N,06h50,"White shark, 3 m [10'] ",32,Young Adult,1967,20
3781,12-Mar-1967,1967.0,Provoked,AUSTRALIA,Victoria,Geelong,Spearfishing,M,36,N,15h00,Grey nurse shark,36,Adult,1967,20
3783,09-Mar-1967,1967.0,Unprovoked,NEW ZEALAND,South Island,St. Kilda Beach,Lifesaving drill,M,21,Y,19h45,Thought to involve a white shark,21,Young Adult,1967,20
3784,01-Mar-1967,1967.0,Unprovoked,PAPUA NEW GUINEA,New Britain,"Barawon Beach, near Rabaul",,M,14,N,,3.7 m [12'] shark,14,Teenager,1967,20
3785,06-Feb-1967,1967.0,Sea Disaster,MEXICO,Veracruz,Cabo Rojo,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,M,,Y,14h00,,-1,-,1967,20
3787,22-Jan-1967,1967.0,Provoked,SOUTH AFRICA,Western Cape Province,Whittle Rock False Bay,Spearfishing Competition,M,,N,,2.1 m [7'] sandtiger shark,-1,-,1967,20
3788,21-Jan-1967,1967.0,Unprovoked,MOZAMBIQUE,Bay of Maputo,Xefina Island,Swimming in the channel,M,31,N,,,31,Young Adult,1967,20
3789,06-Jan-1967,1967.0,Provoked,AUSTRALIA,Victoria,Goolwa,Splashing,M,15,N,,"""sand shark""",15,Teenager,1967,20
3790,31-Dec-1966,1966.0,Unprovoked,AUSTRALIA,Tasmania,"Piccaninny Point, 10 miles from Bicheno",Fishing,M,30,N,,2.1 m [7'] shark,30,Young Adult,1966,20
3791,27-Dec-1966,1966.0,Provoked,AUSTRALIA,New South Wales,South West Rocks,Spearfishing,M,29,N,,"Grey nurse shark, 1.5 m [5'] ",29,Young Adult,1966,20
3792,27-Dec-1966,1966.0,Unprovoked,AUSTRALIA,New South Wales,Trial Bay,Spearfishing,M,19,N,,"Grey nurse shark, 1.5 m [5']",19,Young Adult,1966,20
3793,26-Dec-1966,1966.0,Unprovoked,SINGAPORE,,Singapore,Wading,M,39,N,Afternoon,,39,Adult,1966,20
3794,26-Dec-1966,1966.0,Unprovoked,AUSTRALIA,New South Wales,Coogee,Spearfishing,M,29,N,,1.8 m [6'] shark,29,Young Adult,1966,20
3796,Early Nov-1966,1966.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,F,9 months,Y,,3.7 m [12'] shark,-1,-,1966,20
3797,30-Oct-1966,1966.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambom Island",Swimming,F,13,Y,Morning,3.7 m [12'] shark,13,Teenager,1966,20
3798,19-Oct-1966,1966.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Mission Beach, Lambon Island, near Duke of York Islands",Bathing,F,8,Y,09h00,3.7 m [12'] shark,8,Child,1966,20
3799,27-Sep-1966,1966.0,Unprovoked,AUSTRALIA,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef","Free diving, carrying speargun",M,32,N,16h45,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",32,Young Adult,1966,20
3800,19-Sep-1966,1966.0,Provoked,USA,Hawaii,50 miles NE of Honolulu,Fishing,M,20,N,,,20,Young Adult,1966,20
3801,18-Sep-1966,1966.0,Invalid,AUSTRALIA,Western Australia,"Little Beach Reef, Bremer Bay",Spearfishing,M,,,,Invalid,-1,-,1966,20
3802,13-Sep-1966,1966.0,Provoked,AUSTRALIA,Western Australia,Albany,Spearfishing,M,,UNKNOWN,Late afternoon,,-1,-,1966,20
3803,10-Sep-1966,1966.0,Unprovoked,AUSTRALIA,Western Australia,Roe Reef off Rottnest Island,Spearfishing,M,43,N,12h00,"Mako shark, 1.9 m [6.5'] ",43,Adult,1966,20
3804,8-Sep-1966,1966.0,Provoked,USA,Florida,"Florida Keys, Monroe County",Hunting crayfish ,M,14,N,,"Nurse shark, 2.5' ",14,Teenager,1966,20
3805,Sep- 1966,1966.0,Invalid,BAHAMAS,Bimini Islands,Tongue of the Ocean,Diving / UW photography,M,,,,Invalid,-1,-,1966,20
3806,28-Aug-1966,1966.0,Watercraft,AUSTRALIA,Northern Territory,Darwin Harbour,,M,,N,,,-1,-,1966,20
3807,27-Aug-1966,1966.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Netting sharks,M,,,,Invalid,-1,-,1966,20
3808,27-Aug-1966,1966.0,Unprovoked,BAHAMAS,Bimini Islands,,Snorkeling,F,18,N,17h00,,18,Young Adult,1966,20
3809,23-Aug-1966,1966.0,Unprovoked,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Swimming,F,13,Y,Midday,A pack of 6 sharks,13,Teenager,1966,20
3810,23-Aug-1966,1966.0,Unprovoked,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Diving into water,F,9,Y,Midday,A pack of 6 sharks,9,Child,1966,20
3811,16-Aug-1966,1966.0,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Bakar,Swimming,M,33,Y,,White shark,33,Young Adult,1966,20
3812,14-Aug-1966,1966.0,Unprovoked,TAIWAN,,Ye Leow,Lobster diving using Scuba,M,,N,17h30,1.5 m to 2.1 m  [5' to 7'] shark,-1,-,1966,20
3813,13-Aug-1966,1966.0,Unprovoked,ITALY,Taranto province,"Pulsano, near Taranto",Attacked shark with fists,M,21,N,,"""small shark""",21,Young Adult,1966,20
3814,Mid Aug-1966,1966.0,Invalid,USA,Delaware,Fenwick Island,Spearfishing on Scuba,M,26,,17h00,Invalid,26,Young Adult,1966,20
3815,Aug-1966,1966.0,Unprovoked,USA,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County",Wading,M,8,N,15h00,Spinner or blacktip sharks,8,Child,1966,20
3816,31-Jul-1966,1966.0,Unprovoked,USA,Texas,"South Jetty, Galveston",Diving for sand dollars,M,16,N,,Lemon shark or sandtiger shark,16,Teenager,1966,20
3817,19-Jul-1966,1966.0,Provoked,USA,South Carolina,"Folly Beach, Charleston County",Killing a shark,M,34,N,18h40,4' shark,34,Young Adult,1966,20
3818,17-Jul-1966,1966.0,Unprovoked,USA,Texas,"Point Comfort, Calhoun County",Fishing,M,14,N,15h00,,14,Teenager,1966,20
3819,17-Jul-1966,1966.0,Unprovoked,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,20,Y,,,20,Young Adult,1966,20
3820,14-Jul-1966,1966.0,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,Swimming,F,25,Y,,,25,Young Adult,1966,20
3821,03-Jul-1966,1966.0,Invalid,USA,Florida,"Key Biscayne, Miami, Dade County",Free diving,M,46,,07h00,Invalid,46,Adult,1966,20
3823,22-Jun-1966,1966.0,Provoked,USA,New Jersey,"Reeds Bay, Brigantine, Atlantic County",Clamming,M,15,N,16h00,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",15,Teenager,1966,20
3824,11-Jun-1966,1966.0,Provoked,USA,Florida,"Ft. Lauderdale, Broward County",Fishing,M,18,N,09h00,1.2 m [4'] hammerhead shark,18,Young Adult,1966,20
3825,04-Jun-1966,1966.0,Unprovoked,USA,Texas,Bolivar Peninsula,Swimming,M,18,N,17h00,a small shark,18,Young Adult,1966,20
3826,02-Jun-1966,1966.0,Provoked,FRENCH POLYNESIA,Society Islands,Tahiti,Fishing,M,,N,Afternoon,,-1,-,1966,20
3827,20-May-1966,1966.0,Sea Disaster,AUSTRALIA,New South Wales,Jervis Bay,Sinking of the dredge World Atlas,M,40,Y,Night,,40,Adult,1966,20
3828,20-May-1966,1966.0,Unprovoked,AUSTRALIA,New South Wales, Bellingen,Fishing,M,,N,01h00,1.8 m [6'] shark,-1,-,1966,20
3829,20-May-1966,1966.0,Sea Disaster,AUSTRALIA,,7 miles offshore on east coast of Australia,Shipwreck,M,38,Y,Dark,Believed white shark and other smaller species of sharks involved.,38,Adult,1966,20
3830,16-May-1966,1966.0,Invalid,USA,Florida,"Fernandina Beach, Nassau County",Spearfishing / Scuba diving,M,24,,14h00,Invalid,24,Young Adult,1966,20
3831,16-May-1966,1966.0,Sea Disaster,PHILIPPINES,,Off Cebu,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,M,,Y,,,-1,-,1966,20
3832,08-Apr-1966,1966.0,Unprovoked,USA,Puerto Rico,,Swimming,M,25,N,16h30,,25,Young Adult,1966,20
